image,mode,class,alias,prompt_text,threshold_box,threshold_text,n_detections,max_score,first_box_x1y1x2y2,hit
frame_0063.png,extras,electric_utility_vehicle,golf cart,golf cart.,0.2,0.2,1,0.4034,"[748.2998657226562, 743.6260375976562, 1108.2708740234375, 1237.2767333984375]",1
frame_0063.png,extras,electric_utility_vehicle,electric cart,electric cart.,0.2,0.2,1,0.8233,"[744.5618896484375, 742.0455322265625, 1110.1854248046875, 1238.331298828125]",1
frame_0063.png,extras,electric_utility_vehicle,small white utility vehicle,small white utility vehicle.,0.2,0.2,1,0.887,"[740.2938232421875, 738.8778686523438, 1115.5550537109375, 1240.469482421875]",1
frame_0063.png,extras,electric_utility_vehicle,white utility cart,white utility cart.,0.2,0.2,2,0.5519,"[743.8909912109375, 741.6768798828125, 1112.4781494140625, 1238.4227294921875]",1
frame_0063.png,extras,portable_power_station,portable power station,portable power station.,0.2,0.2,5,0.3967,"[1739.0933837890625, 4.199386119842529, 2476.38720703125, 1019.2578125]",1
frame_0063.png,extras,portable_power_station,large power bank,large power bank.,0.2,0.2,4,0.4258,"[1735.9593505859375, 4.5486650466918945, 2473.123291015625, 954.4085083007812]",1
frame_0063.png,extras,portable_power_station,battery box,battery box.,0.2,0.2,1,0.213,"[1742.0880126953125, 2.9450082778930664, 2457.5224609375, 965.7933959960938]",1
frame_0063.png,extras,portable_power_station,power generator box,power generator box.,0.2,0.2,2,0.2744,"[1740.4088134765625, 3.0758838653564453, 2466.728271484375, 981.5618286132812]",1
frame_0063.png,extras,portable_power_station,portable battery,portable battery.,0.2,0.2,3,0.4221,"[1740.209716796875, 1.5992778539657593, 2463.39404296875, 957.243408203125]",1
frame_0063.png,extras,portable_power_station,power station,power station.,0.2,0.2,7,0.3568,"[1740.9954833984375, 3.14633846282959, 2471.447998046875, 1012.6095581054688]",1
frame_0063.png,extras,portable_power_station,large battery pack,large battery pack.,0.2,0.2,1,0.5669,"[1736.7252197265625, 5.298775672912598, 2476.804931640625, 961.5243530273438]",1
frame_0063.png,extras,rectangular_table,rectangular table,rectangular table.,0.2,0.2,2,0.6234,"[1972.9688720703125, 598.5708618164062, 2877.466796875, 1453.974609375]",1
frame_0063.png,extras,rectangular_table,outdoor table,outdoor table.,0.2,0.2,4,0.4652,"[1973.876953125, 601.5787963867188, 2878.2216796875, 1459.163818359375]",1
frame_0063.png,extras,rectangular_table,long rectangular table,long rectangular table.,0.2,0.2,1,0.6408,"[1970.8323974609375, 595.2513427734375, 2876.94287109375, 1452.0030517578125]",1
frame_0063.png,extras,rectangular_table,picnic table,picnic table.,0.2,0.2,4,0.4036,"[1974.1097412109375, 600.129150390625, 2876.964599609375, 1457.5001220703125]",1
frame_0063.png,extras,rectangular_table,folding table,folding table.,0.2,0.2,4,0.3807,"[1974.923828125, 604.7706909179688, 2878.823486328125, 1459.7813720703125]",1
frame_0063.png,extras,rectangular_table,work table,work table.,0.2,0.2,4,0.407,"[1974.096435546875, 600.2318115234375, 2877.25244140625, 1459.0899658203125]",1
frame_0063.png,extras,rectangular_table,outdoor wooden table,outdoor wooden table.,0.2,0.2,3,0.5199,"[2239.75, 1669.6363525390625, 2877.108642578125, 1853.4285888671875]",1
frame_0063.png,extras,traffic_cone,traffic cone,traffic cone.,0.2,0.2,2,0.4524,"[2390.920166015625, 946.113037109375, 2492.84228515625, 1064.476318359375]",1
frame_0063.png,extras,traffic_cone,road cone,road cone.,0.2,0.2,2,0.3532,"[1814.6290283203125, 945.1966552734375, 1909.4296875, 1043.9993896484375]",1
frame_0063.png,extras,traffic_cone,safety cone,safety cone.,0.2,0.2,3,0.3301,"[1815.3662109375, 946.7732543945312, 1908.3658447265625, 1042.6007080078125]",1
frame_0063.png,extras,traffic_cone,orange cone,orange cone.,0.2,0.2,4,0.364,"[745.0365600585938, 742.3764038085938, 1109.68896484375, 1237.1923828125]",1
frame_0063.png,extras,traffic_cone,construction cone,construction cone.,0.2,0.2,4,0.3521,"[1814.447021484375, 946.4052124023438, 1909.469482421875, 1043.889404296875]",1
frame_0063.png,extras,traffic_cone,orange traffic cone,orange traffic cone.,0.2,0.2,3,0.4312,"[1812.1102294921875, 941.5264892578125, 1909.7364501953125, 1044.92333984375]",1
frame_0063.png,extras,trolley,trolley,trolley.,0.2,0.2,1,0.5654,"[752.4853515625, 745.0828857421875, 1104.5484619140625, 1235.5657958984375]",1
frame_0063.png,extras,trolley,hand cart,hand cart.,0.2,0.2,1,0.5653,"[748.416748046875, 743.4222412109375, 1108.0677490234375, 1237.268798828125]",1
frame_0063.png,extras,trolley,hand truck,hand truck.,0.2,0.2,5,0.5013,"[748.1859130859375, 743.3509521484375, 1107.8001708984375, 1237.534912109375]",1
frame_0063.png,extras,trolley,luggage cart,luggage cart.,0.2,0.2,1,0.712,"[745.1126098632812, 742.48681640625, 1109.1187744140625, 1237.2010498046875]",1
frame_0063.png,extras,trolley,flatbed cart,flatbed cart.,0.2,0.2,1,0.8004,"[747.8010864257812, 742.4757080078125, 1109.5880126953125, 1237.1326904296875]",1
frame_0063.png,extras,trolley,push cart,push cart.,0.2,0.2,1,0.6794,"[746.2583618164062, 742.4381713867188, 1109.1260986328125, 1238.4658203125]",1
frame_0063.png,extras,trolley,utility cart,utility cart.,0.2,0.2,1,0.7916,"[744.9882202148438, 741.7168579101562, 1110.2047119140625, 1238.2279052734375]",1
frame_0063.png,extras,trolley,metal trolley,metal trolley.,0.2,0.2,1,0.8037,"[744.105224609375, 741.5263671875, 1111.3675537109375, 1238.067138671875]",1
frame_0064.png,production,trailer,ALL_GROUP,utility trailer. open trailer. vehicle trailer. covered trailer.,0.18,0.18,7,0.4832,"[1295.7244873046875, 755.838623046875, 1643.062744140625, 1210.017578125]",1
frame_0064.png,production,electric utility vehicle+electric wheelchair+electric scooter,ALL_GROUP,electric utility vehicle. small electric cart. golf cart. white utility vehicle. powered mobility scooter. motorized wheelchair. mobility chair. electric wheelchair. two-wheeled scooter. stand-up scooter. electric kick scooter. kick scooter.,0.2,0.2,8,0.4944,"[524.1507568359375, 653.119873046875, 806.4417724609375, 1223.7685546875]",1
